url,doc_id,title,audience,category,language,document_version,license_or_permission
https://help.shopee.vn/portal/4/article/79180,shopee_buyer_return_timeline,Thoi han yeu cau Tra hang Hoan tien cho Nguoi mua,buyer,chinh-sach-doi-tra,vi,not-stated,public-terms
https://help.shopee.vn/portal/4/article/79140,shopee_buyer_return_condition,Dieu kien chap nhan yeu cau tra hang danh cho Nguoi mua,buyer,chinh-sach-doi-tra,vi,not-stated,public-terms
https://banhang.shopee.vn/edu/article/1823,shopee_seller_dispute_response,Thoi gian Nguoi ban phan hoi khieu nai tra hang,seller,quy-dinh-nguoi-ban,vi,not-stated,public-terms
https://banhang.shopee.vn/edu/article/1824,shopee_seller_evidence_guide,Huong dan cung cap bang chung khieu nai cho Nguoi ban,seller,quy-dinh-nguoi-ban,vi,not-stated,public-terms
https://help.shopee.vn/portal/4/article/79244,shopee_buyer_non_returnable,Danh muc san pham khong ho tro tra hang hoan tien,buyer,danh-muc-gioi-han,vi,not-stated,public-terms
https://help.shopee.vn/portal/4/article/79250,shopee_buyer_warranty_policy,Chinh sach bao hanh thiet bi dien tu tren Shopee,buyer,chinh-sach-bao-hanh,vi,not-stated,public-terms
